17.2395,1.16185
22.2567,1.23207
27.1053,1.2253
31.9288,1.09536
36.8893,1.08849
41.9163,1.18014
46.0668,1.76828
49.6163,3.67884
51.6053,6.49796
52.4558,10.033
51.9352,12.9813
49.6754,15.8379
46.6481,18.6759
43.8603,20.9186
41.7105,22.4432
40.5499,23.5896
40.3217,25.043
40.9379,26.4612
41.8707,27.4073
44.1791,28.2736
46.5156,28.6542
49.1829,29.1991
52.0301,30.001
54.5754,31.729
57.1296,34.1565
58.692,37.3068
59.7053,40.8036
59.5607,44.4069
57.9927,47.7671
55.0219,50.6767
52.5597,52.0088
48.498,52.7089
44.5704,53.9469
40.6861,55.4438
36.3584,57.7163
32.162,60.0254
27.878,62.3302
24.0386,63.91
18.916,64.1828
16.0599,63.1205
13.6822,61.581
11.4934,58.2452
10.5699,55.0846
9.87829,51.3307
9.05118,47.4521
7.90441,43.3913
6.98259,38.925
8.007,34.806
10.1048,32.2465
12.2847,29.6082
14.2681,26.7814
15.3155,25.2111
15.0894,23.5329
12.7154,21.8342
10.0741,20.0124
5.87185,19.2478
2.09802,17.6802
-1.18646,15.2714
-2.74695,12.4667
-3.20718,10.4084
-2.8354,6.68485
-0.46548,2.98389
4.9793,1.32286
8.83496,1.1776
12.9464,1.27545
12.9464,1.27545
